Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Immediacy Index
97,FRONTIERS IN NEUROENDOCRINOLOGY,FRONT NEUROENDOCRIN,8.375,0.636
98,PROGRESS IN NUCLEIC ACID RESEARCH AND MOLECULAR BIOLOGY,PROG NUCLEIC ACID RE,8.373,1.263
99,AIDS,AIDS,8.018,0.79
100,BIOESSAYS,BIOESSAYS,7.906,1.197
101,REVIEWS OF GEOPHYSICS,REV GEOPHYS,7.895,0.611
102,CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,7.785,0.921
103,CRITICAL REVIEWS IN NEUROBIOLOGY,CRIT REV NEUROBIOL,7.778,Not Available
104,DIABETES,DIABETES,7.715,1.381
105,INTERNATIONAL REVIEW OF CYTOLOGY-A SURVEY OF CELL BIOLOGY,INT REV CYTOL,7.637,1.057
106,GENOME RESEARCH,GENOME RES,7.615,1.39
107,MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,7.6,1.154
108,JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,7.368,1.188
109,CURRENT OPINION IN PLANT BIOLOGY,CURR OPIN PLANT BIOL,7.347,0.9
110,HEPATOLOGY,HEPATOLOGY,7.304,1.209
111,BRAIN,BRAIN,7.303,0.889
112,ANNUAL REVIEW OF ENTOMOLOGY,ANNU REV ENTOMOL,7.25,0.69
113,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,7.11,2.104
114,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,J AM COLL CARDIOL,7.082,1.274
115,ANNUAL REVIEW OF NUTRITION,ANNU REV NUTR,7.071,0.333
116,CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,7.044,0.641
117,CRITICAL REVIEWS IN IMMUNOLOGY,CRIT REV IMMUNOL,6.981,0.316
118,AMERICAN JOURNAL OF PATHOLOGY,AM J PATHOL,6.971,0.998
119,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,6.913,1.213
119,PSYCHOLOGICAL BULLETIN,PSYCHOL BULL,6.913,1.213
121,AMERICAN PSYCHOLOGIST,AM PSYCHOL,6.857,2.099
121,NEUROIMAGE,NEUROIMAGE,6.857,0.478
123,ARTHRITIS AND RHEUMATISM,ARTHRITIS RHEUM,6.841,0.938
124,JOURNAL OF IMMUNOLOGY,J IMMUNOL,6.834,1.002
125,HUMAN GENE THERAPY,HUM GENE THER,6.796,1.005
126,ADVANCES IN PARASITOLOGY,ADV PARASIT,6.724,0.75
127,STRUCTURE WITH FOLDING & DESIGN,STRUCT FOLD DES,6.681,1.458
128,JOURNAL OF ECONOMIC LITERATURE,J ECON LIT,6.676,0.429
129,EVOLUTIONARY BIOLOGY,EVOL BIOL,6.667,0.353
130,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,6.625,0.333
131,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,6.577,0.764
131,AMERICAN JOURNAL OF PSYCHIATRY,AM J PSYCHIAT,6.577,0.764
133,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,6.562,0.5
134,SEMINARS IN IMMUNOLOGY,SEMIN IMMUNOL,6.544,1.188
135,ONCOGENE,ONCOGENE,6.49,0.709
136,PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,6.487,0.469
137,ANNUAL REVIEW OF FLUID MECHANICS,ANNU REV FLUID MECH,6.486,1.381
138,PHYSICAL REVIEW LETTERS,PHYS REV LETT,6.462,1.225
139,BRAIN PATHOLOGY,BRAIN PATHOL,6.435,1
140,BIOLOGICAL REVIEWS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,BIOL REV,6.433,1
141,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,6.367,0.757
142,CRITICAL REVIEWS IN TOXICOLOGY,CRIT REV TOXICOL,6.36,0.917
143,REVIEWS IN COMPUTATIONAL CHEMISTRY,REV COMP CH,6.357,1.5
144,HARVARD LAW REVIEW,HARVARD LAW REV,6.347,2.6
145,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,BBA-BIOENERGETICS,6.346,0.404
146,MOLECULAR MICROBIOLOGY,MOL MICROBIOL,6.339,1.059
147,MOLECULAR ENDOCRINOLOGY,MOL ENDOCRINOL,6.251,0.853
148,SYSTEMATIC BIOLOGY,SYST BIOL,6.239,1.205
149,ECOLOGICAL MONOGRAPHS,ECOL MONOGR,6.213,0.846
150,ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,ANNU REV ECOL SYST,6.195,0.095
151,ADVANCES IN ECOLOGICAL RESEARCH,ADV ECOL RES,6.167,0.4
152,ADVANCES IN MICROBIAL PHYSIOLOGY,ADV MICROB PHYSIOL,6.095,0.444
153,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,6.085,1.154
153,SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULL,6.085,1.154
155,MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,6.083,0.083
156,JOURNAL OF GENERAL PHYSIOLOGY,J GEN PHYSIOL,6.082,1.427
157,PSYCHOLOGICAL REVIEW,PSYCHOL REV,6.069,1.05
157,PSYCHOLOGICAL REVIEW,PSYCHOL REV,6.069,1.05
159,ARCHIVES OF INTERNAL MEDICINE,ARCH INTERN MED,6.055,1.241
160,CYTOKINE & GROWTH FACTOR REVIEWS,CYTOKINE GROWTH F R,6.049,1.414
161,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,J AM CHEM SOC,6.025,1.056
162,SEMINARS IN LIVER DISEASE,SEMIN LIVER DIS,6.012,0.295
163,STROKE,STROKE,6.008,0.904
164,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,6.006,1.043
165,ELECTROANALYTICAL CHEMISTRY,ELECTROANAL CHEM,6,Not Available
166,JOURNAL OF CELL SCIENCE,J CELL SCI,5.996,1.127
167,ANNALS OF SURGERY,ANN SURG,5.987,0.51
168,GENE THERAPY,GENE THER,5.964,0.956
169,IMMUNOLOGICAL REVIEWS,IMMUNOL REV,5.961,0.432
170,AMERICAN JOURNAL OF MEDICINE,AM J MED,5.96,0.948
170,TOPICS IN CURRENT CHEMISTRY,TOP CURR CHEM,5.96,1.25
172,JOURNAL OF VIROLOGY,J VIROL,5.93,1.19
173,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,J CEREBR BLOOD F MET,5.926,0.802
174,ALDRICHIMICA ACTA,ALDRICHIM ACTA,5.9,0.5
175,JOURNAL OF BONE AND MINERAL RESEARCH,J BONE MINER RES,5.877,0.908
176,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,5.851,1.348
176,ANNUAL REVIEW OF PSYCHOLOGY,ANNU REV PSYCHOL,5.851,1.348
178,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,5.841,0.108
179,ADVANCES IN PROTEIN CHEMISTRY,ADV PROTEIN CHEM,5.769,1.368
180,ADVANCES IN GENETICS INCORPORATING MOLECULAR GENETIC MEDICINE,ADV GENET,5.75,Not Available
181,MOLECULAR AND CELLULAR NEUROSCIENCE,MOL CELL NEUROSCI,5.746,0.786
182,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,5.745,0.779
183,DIABETOLOGIA,DIABETOLOGIA,5.721,0.608
184,CHEMISTRY & BIOLOGY,CHEM BIOL,5.717,1.083
185,FOLDING & DESIGN,FOLD DES,5.7,Not Available
186,MOLECULAR PHARMACOLOGY,MOL PHARMACOL,5.678,0.808
187,CURRENT OPINION IN LIPIDOLOGY,CURR OPIN LIPIDOL,5.661,0.818
188,PLANT JOURNAL,PLANT J,5.629,0.72
189,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,J NEUROPATH EXP NEUR,5.565,0.333
190,DEVELOPMENTAL BIOLOGY,DEV BIOL,5.54,1.16
191,ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES,ANNU REV EARTH PL SC,5.531,0.55
192,ADVANCED MATERIALS,ADV MATER,5.522,0.772
193,JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,J CLIN ENDOCR METAB,5.447,0.634
194,ADVANCES IN POLYMER SCIENCE,ADV POLYM SCI,5.446,0.833
195,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AM J RESP CRIT CARE,5.443,0.646
196,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,5.435,1.066
197,STANFORD LAW REVIEW,STANFORD LAW REV,5.414,2.459
198,EUROPEAN PHYSICAL JOURNAL C,EUR PHYS J C,5.408,0.971
199,VITAMINS AND HORMONES-ADVANCES IN RESEARCH AND APPLICATIONS,VITAM HORM,5.407,0.615
200,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,5.396,2.029
201,REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY,REV PHYSIOL BIOCH P,5.389,0.143
202,JOURNAL OF MOLECULAR BIOLOGY,J MOL BIOL,5.388,1.062
203,GUT,GUT,5.386,0.907
204,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,5.385,1.167
205,PROGRESS IN LIPID RESEARCH,PROG LIPID RES,5.379,0.765
206,NEUROBIOLOGY OF DISEASE,NEUROBIOL DIS,5.333,0.328
207,BRITISH MEDICAL JOURNAL,BRIT MED J,5.331,2.928
208,HYPERTENSION,HYPERTENSION,5.311,0.711
209,RECENT PROGRESS IN HORMONE RESEARCH,RECENT PROG HORM RES,5.306,0.154
210,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,5.298,0.902
210,PHYSICS TODAY,PHYS TODAY,5.298,0.766
212,NATURAL PRODUCT REPORTS,NAT PROD REP,5.295,1.351
213,CLINICAL PHARMACOLOGY & THERAPEUTICS,CLIN PHARMACOL THER,5.275,0.763
214,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,ADV EXP SOC PSYCHOL,5.25,0.2
215,EUROPEAN JOURNAL OF IMMUNOLOGY,EUR J IMMUNOL,5.24,0.786
216,CELL GROWTH & DIFFERENTIATION,CELL GROWTH DIFFER,5.235,0.221
217,JOURNAL OF COMBINATORIAL CHEMISTRY,J COMB CHEM,5.23,0.854
218,MOLECULAR MEDICINE TODAY,MOL MED TODAY,5.193,0.962
219,HUMAN BRAIN MAPPING,HUM BRAIN MAPP,5.163,0.597
220,ADVANCES IN ENZYMOLOGY AND RELATED AREAS OF MOLECULAR BIOLOGY,ADV ENZYMOL RAMB,5.143,Not Available
221,JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,5.115,0.69
221,JOURNAL OF COGNITIVE NEUROSCIENCE,J COGNITIVE NEUROSCI,5.115,0.69
223,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,ARTERIOSCL THROM VAS,5.111,0.942
224,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,CRIT REV BIOCHEM MOL,5.083,0.429
225,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,PROG NUCL MAG RES SP,5.062,0.6
226,ANNUAL REVIEW OF PHYTOPATHOLOGY,ANNU REV PHYTOPATHOL,5.053,0.13
227,JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,J CLIN PSYCHOPHARM,5.052,0.495
228,RNA-A PUBLICATION OF THE RNA SOCIETY,RNA,5.046,1.031
229,ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,ANNU REV NUCL PART S,5.04,0.067
230,AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,5.012,0.862
231,DIABETES CARE,DIABETES CARE,4.992,1.256
232,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,4.988,0.763
233,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMIN CELL DEV BIOL,4.978,0.407
234,ADVANCES IN ATOMIC MOLECULAR AND OPTICAL PHYSICS,ADV ATOM MOL OPT PHY,4.941,1.409
235,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,PROG BIOPHYS MOL BIO,4.931,0.389
236,CURRENT MEDICINAL CHEMISTRY,CURR MED CHEM,4.909,0.788
236,PROGRESS IN QUANTUM ELECTRONICS,PROG QUANT ELECTRON,4.909,0
238,EMERGING INFECTIOUS DISEASES,EMERG INFECT DIS,4.907,0.559
239,JOURNAL OF NEUROCHEMISTRY,J NEUROCHEM,4.9,0.847
240,GENES TO CELLS,GENES CELLS,4.885,0.868
241,PLANT PHYSIOLOGY,PLANT PHYSIOL,4.831,0.783
242,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,4.827,1.266
242,BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,4.827,1.266
244,CEREBRAL CORTEX,CEREB CORTEX,4.822,0.741
245,ENDOCRINOLOGY,ENDOCRINOLOGY,4.79,0.713
246,NEUROLOGY,NEUROLOGY,4.781,0.796
247,ADVANCES IN PHYSICAL ORGANIC CHEMISTRY,ADV PHYS ORG CHEM,4.75,0.75
248,YALE LAW JOURNAL,YALE LAW J,4.729,1.188
249,CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,4.711,0.917
250,COLUMBIA LAW REVIEW,COLUMBIA LAW REV,4.7,0.911
251,CHEMISTRY-A EUROPEAN JOURNAL,CHEM-EUR J,4.698,0.921
252,GENETICS,GENETICS,4.687,0.927
253,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,MON NOT R ASTRON SOC,4.685,0.874
254,HIPPOCAMPUS,HIPPOCAMPUS,4.683,0.395
255,PARASITOLOGY TODAY,PARASITOL TODAY,4.682,1.483
256,PROGRESS IN RETINAL AND EYE RESEARCH,PROG RETIN EYE RES,4.68,0.759
257,ADVANCES IN NUCLEAR PHYSICS,ADV NUCL PHYS,4.667,0
257,PROGRESS IN MATERIALS SCIENCE,PROG MATER SCI,4.667,2.2
259,OBESITY RESEARCH,OBES RES,4.656,0.479
260,MICHIGAN LAW REVIEW,MICH LAW REV,4.646,1.686
261,CLINICAL CANCER RESEARCH,CLIN CANCER RES,4.643,0.685
262,MEDICINE,MEDICINE,4.623,0.382
263,ANALYTICAL CHEMISTRY,ANAL CHEM,4.587,0.682
264,NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,4.579,0.655
265,MILBANK QUARTERLY,MILBANK Q,4.568,0.158
265,MILBANK QUARTERLY,MILBANK Q,4.568,0.158
267,JOURNAL OF INVESTIGATIVE DERMATOLOGY,J INVEST DERMATOL,4.539,0.507
268,GENES CHROMOSOMES & CANCER,GENE CHROMOSOME CANC,4.534,0.722
269,ANNUAL REVIEW OF PUBLIC HEALTH,ANNU REV PUBL HEALTH,4.524,0.481
269,ANNUAL REVIEW OF PUBLIC HEALTH,ANNU REV PUBL HEALTH,4.524,0.481
271,ANTIVIRAL THERAPY,ANTIVIR THER,4.51,1.633
272,JOURNAL OF LEGAL STUDIES,J LEGAL STUD,4.468,0.295
273,PHARMACOGENETICS,PHARMACOGENETICS,4.465,0.6
274,BIOPHYSICAL JOURNAL,BIOPHYS J,4.462,1.183
275,JOURNAL OF PHYSIOLOGY-LONDON,J PHYSIOL-LONDON,4.455,0.863
276,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.454,0.657
276,JOURNAL OF CLINICAL PSYCHIATRY,J CLIN PSYCHIAT,4.454,0.657
278,WORLD POLITICS,WORLD POLIT,4.452,0.316
279,JOURNAL OF DENTAL RESEARCH,J DENT RES,4.438,0.779
280,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INT REV PHYS CHEM,4.429,0.778
281,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,4.414,0.689
282,ARCHIVES OF NEUROLOGY,ARCH NEUROL-CHICAGO,4.393,0.671
283,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,J CONSULT CLIN PSYCH,4.39,0.387
284,METAL IONS IN BIOLOGICAL SYSTEMS,MET IONS BIOL SYST,4.385,1.15
285,CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,CRIT REV EUKAR GENE,4.383,0.562
286,MOLECULAR NEUROBIOLOGY,MOL NEUROBIOL,4.382,Not Available
287,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,INVEST OPHTH VIS SCI,4.373,0.679
288,THROMBOSIS AND HAEMOSTASIS,THROMB HAEMOSTASIS,4.372,0.632
289,KIDNEY INTERNATIONAL,KIDNEY INT,4.371,0.614
290,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,CANCER EPIDEM BIOMAR,4.354,0.374
291,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,AM J RESP CELL MOL,4.353,0.459
292,JOURNAL OF LEUKOCYTE BIOLOGY,J LEUKOCYTE BIOL,4.342,0.461
293,SEMINARS IN VIROLOGY,SEMIN VIROL,4.333,Not Available
294,ANNALS OF THE MISSOURI BOTANICAL GARDEN,ANN MO BOT GARD,4.327,0.946
295,PAIN FORUM,PAIN FORUM,4.32,Not Available
296,BIOCHEMICAL JOURNAL,BIOCHEM J,4.28,0.748
297,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,AM J SURG PATHOL,4.269,0.552
297,BIOLOGICAL PSYCHIATRY,BIOL PSYCHIAT,4.269,1.136
299,CLINICAL CHEMISTRY,CLIN CHEM,4.261,0.681
300,CURRENT TOPICS IN DEVELOPMENTAL BIOLOGY,CURR TOP DEV BIOL,4.241,1.067
301,NUCLEAR PHYSICS B,NUCL PHYS B,4.225,1.107
302,BIOCHEMISTRY,BIOCHEMISTRY-US,4.221,0.722
303,PHYSICS LETTERS B,PHYS LETT B,4.213,0.849
304,INFECTION AND IMMUNITY,INFECT IMMUN,4.204,0.675
305,JOURNAL OF HIGH ENERGY PHYSICS,J HIGH ENERGY PHYS,4.196,2.142
306,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,J ALLERGY CLIN IMMUN,4.179,0.934
307,LABORATORY INVESTIGATION,LAB INVEST,4.165,0.391
308,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,BBA-MOL CELL BIOL L,4.16,0.347
309,NEUROBIOLOGY OF AGING,NEUROBIOL AGING,4.159,0.739
310,MECHANISMS OF DEVELOPMENT,MECH DEVELOP,4.154,0.719
311,CANCER GENE THERAPY,CANCER GENE THER,4.151,0.341
312,JOURNAL OF PATHOLOGY,J PATHOL,4.137,0.731
313,JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,4.134,0.831
314,RADIOLOGY,RADIOLOGY,4.13,0.389
315,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,AM J PHYSIOL-RENAL,4.129,0.725
315,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,4.129,0.408
317,NEUROPHARMACOLOGY,NEUROPHARMACOLOGY,4.125,0.551
318,FREE RADICAL BIOLOGY AND MEDICINE,FREE RADICAL BIO MED,4.116,0.496
319,ANNUAL REVIEW OF MATERIALS SCIENCE,ANNU REV MATER SCI,4.105,0.095
319,DRUG DISCOVERY TODAY,DRUG DISCOV TODAY,4.105,0.871
321,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,AM J PHYSIOL-CELL PH,4.086,0.589
322,TRANSPLANTATION,TRANSPLANTATION,4.035,0.475
